,sqft,bedrooms,bathrooms,tax_value
13811,936.0,3.0,1.0,339422.0
13812,1918.0,2.0,2.0,649760.0
13813,2621.0,5.0,3.0,629963.0
13814,1764.0,5.0,2.0,576545.0
13815,1712.0,3.0,1.0,352488.0
13816,1249.0,4.0,1.0,61664.0
13817,3134.0,7.0,3.0,378581.0
13818,832.0,2.0,1.0,241835.0
13819,1348.0,3.0,2.0,141242.0
13820,1634.0,4.0,2.0,534000.0
13821,1612.0,4.0,2.0,212119.0
13822,1310.0,3.0,2.0,261071.0
13823,1984.0,3.0,2.0,57942.0
13824,2308.0,3.0,3.0,2768405.0
13825,1309.0,2.0,2.0,83206.0
13826,2675.0,3.0,3.0,373289.0
13827,1754.0,3.0,2.0,65184.0
13828,2647.0,3.0,3.0,752427.0
13829,1516.0,3.0,2.0,690000.0
13830,1352.0,3.0,2.0,53171.0
13831,1457.0,4.0,2.5,310784.0
13832,3150.0,4.0,4.5,455318.0
13833,3380.0,3.0,2.0,495533.0
13834,1578.0,3.0,2.0,211533.0
13835,2063.0,4.0,2.0,324576.0
13836,1547.0,4.0,2.0,585000.0
13837,2591.0,4.0,3.0,1156454.0
13838,2868.0,3.0,3.0,588834.0
13839,2959.0,4.0,3.0,521154.0
13840,2208.0,4.0,3.0,247633.0
13841,2296.0,2.0,3.0,612360.0
13842,1378.0,3.0,2.0,232667.0
13843,871.0,2.0,1.0,183188.0
13844,1403.0,2.0,2.0,626908.0
13845,5794.0,4.0,5.0,475007.0
13846,988.0,2.0,1.0,405084.0
13847,1428.0,4.0,2.0,450382.0
13848,2184.0,4.0,2.0,808000.0
13849,2909.0,5.0,4.0,832181.0
13850,775.0,2.0,1.0,40748.0
13851,768.0,2.0,1.0,265042.0
13852,2164.0,4.0,3.0,1328000.0
13853,1121.0,3.0,1.5,245007.0
13854,1496.0,3.0,2.0,324273.0
13855,1435.0,2.0,2.0,624139.0
13856,1618.0,3.0,2.5,626983.0
13857,1253.0,2.0,2.0,485000.0
13858,3296.0,4.0,4.0,1962922.0
13859,1203.0,3.0,1.0,460923.0
13860,2636.0,3.0,3.0,713000.0
13861,1237.0,3.0,2.0,437000.0
13862,2457.0,4.0,3.0,910204.0
13863,1421.0,3.0,2.0,590254.0
13864,2268.0,4.0,3.0,549579.0
13865,800.0,2.0,1.0,62457.0
13866,1856.0,3.0,1.0,388324.0
13867,1780.0,3.0,2.0,500000.0
13868,1380.0,3.0,2.0,422000.0
13869,1105.0,2.0,1.0,148732.0
13870,1934.0,4.0,2.5,454597.0
13871,4830.0,5.0,5.0,950681.0
13872,1796.0,5.0,1.0,168196.0
13873,2326.0,4.0,3.0,253339.0
13874,1459.0,2.0,2.0,261543.0
13875,2477.0,4.0,2.5,488165.0
13876,1635.0,4.0,2.0,367859.0
13877,1742.0,3.0,1.0,87770.0
13878,1064.0,2.0,1.0,31015.0
13879,1680.0,2.0,2.0,2270000.0
13880,1536.0,3.0,2.0,112823.0
13881,1110.0,3.0,2.0,318431.0
13882,1317.0,2.0,1.0,198032.0
13883,1985.0,4.0,2.0,562831.0
13884,1809.0,3.0,2.0,266964.0
13885,1719.0,4.0,2.0,351732.0
13886,902.0,3.0,1.0,497055.0
13887,1578.0,3.0,3.0,255055.0
13888,1626.0,3.0,1.0,339530.0
13889,1433.0,3.0,1.0,71715.0
13890,2118.0,4.0,2.0,642784.0
13891,1948.0,4.0,3.0,520117.0
13892,1521.0,4.0,2.0,105571.0
13893,5961.0,5.0,5.0,2112478.0
13894,2017.0,3.0,2.5,562791.0
13895,2397.0,4.0,3.0,812000.0
13896,1198.0,3.0,2.0,82589.0
13897,1450.0,4.0,2.0,284517.0
13898,1546.0,3.0,1.0,429089.0
13899,1066.0,3.0,1.0,42815.0
13900,1898.0,3.0,2.0,203124.0
13901,2769.0,3.0,4.0,478039.0
13902,1000.0,2.0,1.0,39301.0
13903,5076.0,5.0,8.0,1300290.0
13904,2170.0,4.0,3.0,233500.0
13905,1572.0,3.0,2.0,235819.0
13906,1405.0,2.0,1.0,920606.0
13907,2029.0,5.0,3.0,109075.0
13908,1491.0,4.0,2.0,353469.0
13909,1232.0,3.0,2.0,30808.0
13910,1892.0,4.0,2.0,383123.0
13911,1170.0,2.0,2.0,63733.0
13912,2658.0,3.0,3.0,455128.0
13913,1938.0,3.0,2.0,1116894.0
13914,5380.0,5.0,4.5,1530742.0
13915,2230.0,3.0,2.5,599486.0
13916,1440.0,3.0,2.0,76987.0
13917,1420.0,3.0,1.0,582856.0
13918,1307.0,3.0,1.0,89003.0
13919,2825.0,4.0,2.0,586518.0
13920,1909.0,4.0,3.0,156923.0
13921,1180.0,4.0,3.0,80098.0
13922,1553.0,4.0,2.0,176039.0
13923,935.0,2.0,1.0,284721.0
13924,1296.0,3.0,2.0,56071.0
13925,2086.0,4.0,2.5,527084.0
13926,2721.0,4.0,3.0,538811.0
13927,823.0,2.0,2.0,268614.0
13928,1903.0,4.0,3.0,384324.0
13929,1179.0,3.0,2.0,487014.0
13930,1210.0,4.0,2.0,435927.0
13931,1389.0,3.0,2.0,131718.0
13932,572.0,2.0,1.0,176802.0
13933,902.0,2.0,1.0,217511.0
13934,3759.0,5.0,3.5,928409.0
13935,993.0,3.0,1.0,76802.0
13936,879.0,2.0,1.0,315581.0
13937,1224.0,3.0,2.0,157000.0
13938,1057.0,2.0,1.0,218165.0
13939,3040.0,4.0,3.0,825787.0
13940,1650.0,3.0,2.0,380718.0
13941,2292.0,3.0,2.0,628509.0
13942,1184.0,3.0,2.0,324677.0
13943,2345.0,3.0,2.5,612953.0
13944,3003.0,4.0,3.0,935528.0
13945,3569.0,4.0,3.0,742726.0
13946,3084.0,4.0,3.0,439349.0
13947,4357.0,5.0,4.0,1369055.0
13948,3018.0,4.0,3.0,572126.0
13949,1400.0,4.0,2.0,68292.0
13950,2691.0,4.0,3.0,750000.0
13951,1672.0,4.0,3.0,342658.0
13952,3282.0,6.0,4.0,1190863.0
13953,1516.0,3.0,2.0,426495.0
13954,2282.0,4.0,3.0,372691.0
13955,1450.0,3.0,3.0,436556.0
13956,3952.0,4.0,4.5,1622000.0
13957,1430.0,4.0,2.0,240446.0
13958,1492.0,3.0,2.0,270563.0
13959,1862.0,3.0,2.0,466000.0
13960,1615.0,2.0,2.5,360648.0
13961,1746.0,3.0,4.0,2189894.0
13962,2350.0,5.0,3.0,501370.0
13963,1026.0,3.0,1.0,160633.0
13964,1918.0,3.0,3.0,331444.0
13965,2597.0,4.0,4.0,2510000.0
13966,2025.0,3.0,3.0,686000.0
13967,3316.0,5.0,3.0,1718986.0
13968,1609.0,3.0,2.0,114452.0
13969,741.0,2.0,1.0,228430.0
13970,1390.0,2.0,1.0,66852.0
13971,3382.0,4.0,3.0,605533.0
13972,1562.0,4.0,3.0,486413.0
13973,1353.0,3.0,2.0,238551.0
13974,1534.0,3.0,2.0,1139087.0
13975,1424.0,2.0,2.0,1950000.0
13976,1774.0,4.0,2.0,348924.0
13977,1201.0,3.0,2.0,299856.0
13978,1960.0,3.0,3.0,347487.0
13979,2445.0,4.0,3.0,479361.0
13980,729.0,2.0,1.0,16520.0
13981,1222.0,3.0,2.0,332570.0
13982,3753.0,5.0,3.0,887169.0
13983,3312.0,5.0,3.5,880204.0
13984,1602.0,3.0,2.0,569776.0
13985,1798.0,3.0,1.0,258220.0
13986,1552.0,3.0,2.0,277388.0
13987,880.0,2.0,1.0,285315.0
13988,2305.0,3.0,2.5,1725925.0
13989,1192.0,3.0,2.0,385795.0
13990,3653.0,4.0,3.0,768404.0
13991,2251.0,3.0,3.0,629000.0
13992,5382.0,6.0,6.0,1347000.0
13993,1326.0,3.0,1.0,212137.0
13994,1137.0,2.0,1.0,37226.0
13995,4380.0,5.0,5.5,5467622.0
13996,1370.0,4.0,2.0,348098.0
13997,1066.0,3.0,1.0,33917.0
13998,1889.0,3.0,2.0,390329.0
13999,800.0,2.0,1.0,195229.0
14000,552.0,1.0,1.0,55838.0
14001,1656.0,3.0,2.5,815582.0
14002,1951.0,4.0,3.0,450785.0
14003,2131.0,4.0,3.0,291019.0
14004,1252.0,3.0,2.0,255096.0
14005,1529.0,3.0,2.0,422759.0
14006,1073.0,2.0,1.0,252163.0
14007,1152.0,4.0,2.0,162866.0
14008,3929.0,3.0,3.0,455104.0
14009,3249.0,4.0,5.0,2076775.0
14010,2911.0,5.0,3.0,456281.0
14011,3335.0,5.0,3.0,312800.0
14012,1163.0,3.0,2.0,76373.0
14013,875.0,2.0,1.0,168836.0
14014,2010.0,2.0,2.0,348205.0
14015,1341.0,4.0,2.0,693000.0
14016,3028.0,4.0,3.0,791908.0
14017,3131.0,4.0,3.0,137685.0
14018,1414.0,4.0,2.0,152000.0
14019,2115.0,4.0,2.0,138582.0
14020,2519.0,3.0,3.0,326330.0
14021,2583.0,4.0,3.0,1507299.0
14022,2909.0,5.0,3.0,583568.0
14023,1076.0,3.0,1.0,472090.0
14024,1585.0,3.0,2.0,198521.0
14025,1890.0,3.0,2.5,286629.0
14026,3154.0,3.0,3.0,2024048.0
14027,2774.0,4.0,3.0,386658.0
14028,1192.0,3.0,2.0,93303.0
14029,1021.0,2.0,2.0,215964.0
14030,1716.0,4.0,2.0,1030478.0
14031,1900.0,4.0,3.0,623581.0
14032,1691.0,3.0,2.0,491876.0
14033,1688.0,5.0,2.0,419888.0
14034,1514.0,3.0,2.0,518889.0
14035,2023.0,3.0,3.0,229119.0
14036,1644.0,4.0,3.0,244497.0
14037,1389.0,2.0,2.0,76577.0
14038,3150.0,4.0,3.0,292696.0
14039,1113.0,3.0,2.0,383763.0
14040,912.0,3.0,2.0,83860.0
14041,1308.0,3.0,1.0,219078.0
14042,1308.0,3.0,1.0,219078.0
14043,3547.0,4.0,3.0,825000.0
14044,1214.0,3.0,2.0,629340.0
14045,2006.0,5.0,3.0,108324.0
14046,1615.0,4.0,2.0,115294.0
14047,5158.0,4.0,6.0,1430885.0
14048,2200.0,3.0,2.5,1120000.0
14049,2521.0,4.0,3.0,156319.0
14050,624.0,1.0,1.0,117139.0
14051,2062.0,4.0,3.0,243660.0
14052,2491.0,5.0,4.0,1456233.0
14053,1954.0,3.0,2.5,103936.0
14054,1786.0,4.0,2.0,97714.0
14055,1460.0,4.0,2.0,176317.0
14056,2307.0,4.0,2.0,627015.0
14057,1110.0,3.0,1.0,349899.0
14058,1243.0,3.0,2.0,132912.0
14059,2535.0,4.0,3.0,882866.0
14060,1522.0,3.0,2.5,356669.0
14061,988.0,2.0,1.0,576661.0
14062,679.0,2.0,1.0,211171.0
14063,1247.0,3.0,2.0,321014.0
14064,2283.0,4.0,2.0,1302966.0
14065,840.0,2.0,1.0,557500.0
14066,1250.0,4.0,2.0,461938.0
14067,2263.0,4.0,3.0,392519.0
14068,1272.0,2.0,2.0,530000.0
14069,1176.0,3.0,1.5,223703.0
14070,3179.0,5.0,3.0,198372.0
14071,1354.0,4.0,2.0,62707.0
14072,1372.0,3.0,1.0,390086.0
14073,1531.0,3.0,2.0,74503.0
14074,1376.0,3.0,2.0,142264.0
14075,2829.0,4.0,3.0,632524.0
14076,1221.0,2.0,1.0,87682.0
14077,4077.0,5.0,3.0,2489898.0
14078,1004.0,3.0,1.0,1148741.0
14079,1263.0,3.0,2.0,1357487.0
14080,2689.0,3.0,3.0,400567.0
14081,2574.0,4.0,3.0,206194.0
14082,2284.0,4.0,3.0,362126.0
14083,1382.0,2.0,1.0,584243.0
14084,1438.0,4.0,2.0,497472.0
14085,4829.0,4.0,5.0,3316092.0
14086,1412.0,4.0,2.0,54421.0
14087,2113.0,4.0,3.0,473000.0
14088,1917.0,3.0,3.0,591000.0
14089,1855.0,4.0,3.0,225063.0
14090,954.0,3.0,1.0,263033.0
14091,1578.0,4.0,2.0,246082.0
14092,1607.0,4.0,2.0,78460.0
14093,1470.0,4.0,2.0,590000.0
14094,1877.0,4.0,2.0,72599.0
14095,2021.0,4.0,2.0,694000.0
14096,704.0,3.0,1.0,151769.0
14097,1301.0,4.0,2.0,905000.0
14098,1265.0,3.0,2.0,122376.0
14099,1392.0,3.0,2.0,195372.0
14100,1092.0,2.0,1.0,533204.0
14101,916.0,2.0,1.0,161233.0
14102,1546.0,4.0,2.0,220000.0
14103,1097.0,3.0,1.0,571282.0
14104,1200.0,4.0,2.0,220164.0
14105,2120.0,3.0,3.0,623155.0
14106,1289.0,4.0,1.5,440101.0
14107,1326.0,4.0,2.0,37204.0
14108,1626.0,3.0,2.0,121078.0
14109,970.0,2.0,1.0,349661.0
14110,1881.0,4.0,2.0,57860.0
14111,784.0,2.0,1.0,60427.0
14112,1814.0,3.0,2.5,588000.0
14113,1112.0,2.0,1.0,80012.0
14114,1797.0,3.0,2.0,156857.0
14115,2454.0,3.0,4.0,786726.0
14116,784.0,2.0,1.0,85982.0
14117,652.0,2.0,1.0,295125.0
14118,1556.0,3.0,2.0,53970.0
14119,3840.0,5.0,6.0,1743432.0
14120,930.0,2.0,1.0,356654.0
14121,1746.0,4.0,3.0,229606.0
14122,1644.0,3.0,3.0,634915.0
14123,2047.0,3.0,2.0,440987.0
14124,1080.0,3.0,1.0,68604.0
14125,1846.0,3.0,2.0,455476.0
14126,1888.0,3.0,3.0,222237.0
14127,1680.0,4.0,2.5,291907.0
14128,1996.0,5.0,2.5,408057.0
14129,1537.0,4.0,2.0,49029.0
14130,1773.0,4.0,2.0,58058.0
14131,1254.0,3.0,1.0,354000.0
14132,926.0,2.0,1.0,555872.0
14133,3055.0,5.0,4.0,1835191.0
14134,1170.0,3.0,2.0,171370.0
14135,1300.0,3.0,2.0,305854.0
14136,1510.0,3.0,2.0,72975.0
14137,2325.0,5.0,3.0,1242724.0
14138,1956.0,3.0,2.0,391611.0
14139,1174.0,2.0,1.0,856870.0
14140,2260.0,3.0,1.0,37015.0
14141,1480.0,3.0,3.0,272597.0
14142,1080.0,3.0,2.0,386172.0
14143,1522.0,2.0,2.0,98363.0
14144,1589.0,6.0,3.0,299874.0
14145,2517.0,3.0,4.0,1522874.0
14146,1770.0,3.0,2.0,647000.0
14147,896.0,2.0,2.0,45077.0
14148,1096.0,3.0,1.5,413206.0
14149,3291.0,4.0,5.0,1067182.0
14150,1175.0,3.0,2.0,146803.0
14151,1152.0,2.0,1.0,443651.0
14152,1699.0,3.0,2.0,86523.0
14153,2097.0,4.0,3.0,903572.0
14154,2299.0,4.0,2.0,1092245.0
14155,2212.0,3.0,3.0,1387614.0
14156,1580.0,2.0,2.0,852810.0
14157,1773.0,4.0,3.0,115687.0
14158,1627.0,4.0,2.0,177612.0
14159,1396.0,3.0,2.0,429744.0
14160,1370.0,3.0,2.0,303799.0
14161,1119.0,2.0,1.0,147534.0
14162,3375.0,4.0,4.0,2643932.0
14163,2552.0,4.0,3.0,838000.0
14164,1346.0,3.0,2.0,97304.0
14165,961.0,1.0,1.0,240000.0
14166,1725.0,4.0,2.0,76163.0
14167,1302.0,3.0,2.0,264722.0
14168,1289.0,3.0,3.0,450770.0
14169,1115.0,2.0,1.0,540643.0
14170,1742.0,3.0,3.0,147482.0
14171,2315.0,4.0,3.0,303451.0
14172,2440.0,4.0,2.5,476041.0
14173,1423.0,3.0,2.0,488000.0
14174,1531.0,4.0,2.0,423374.0
14175,2600.0,3.0,4.0,886752.0
14176,1205.0,2.0,1.0,345006.0
14177,1873.0,4.0,2.0,598000.0
14178,1117.0,2.0,1.0,404314.0
14179,480.0,1.0,1.0,174459.0
14180,2332.0,2.0,2.0,390657.0
14181,3315.0,3.0,3.5,183922.0
14182,3428.0,4.0,3.0,235307.0
14183,1297.0,2.0,2.0,381969.0
14184,1614.0,3.0,2.0,283337.0
14185,1708.0,4.0,2.0,464734.0
14186,2508.0,5.0,3.0,459713.0
14187,1188.0,4.0,2.0,111677.0
14188,1917.0,4.0,2.0,135532.0
14189,1785.0,3.0,2.0,169707.0
14190,1944.0,4.0,2.0,533005.0
14191,1329.0,3.0,2.0,201229.0
14192,1112.0,2.0,1.0,56191.0
14193,1061.0,3.0,2.0,60215.0
14194,998.0,3.0,1.0,41367.0
14195,1067.0,3.0,2.0,125092.0
14196,1394.0,3.0,2.0,606407.0
14197,1544.0,3.0,2.0,150151.0
14198,1277.0,3.0,2.0,697000.0
14199,1995.0,3.0,3.0,176918.0
14200,1387.0,4.0,2.0,61255.0
14201,3789.0,4.0,4.0,926578.0
14202,1398.0,2.0,2.0,1091393.0
14203,1376.0,4.0,2.0,63533.0
14204,3309.0,4.0,4.0,1834000.0
14205,1026.0,2.0,1.0,450939.0
14206,2496.0,5.0,3.0,631674.0
14207,1014.0,2.0,1.0,463500.0
14208,1859.0,3.0,2.5,287993.0
14209,1400.0,4.0,2.0,467014.0
14210,1548.0,3.0,2.5,283414.0
14211,1434.0,3.0,2.0,215662.0
14212,2995.0,6.0,3.0,560000.0
14213,1790.0,3.0,2.0,534453.0
14214,1528.0,2.0,2.0,288910.0
14215,2552.0,4.0,3.0,393629.0
14216,1058.0,3.0,1.5,391610.0
14217,962.0,2.0,1.0,46187.0
14218,1620.0,3.0,2.0,368489.0
14219,1274.0,3.0,2.0,507625.0
14220,1178.0,4.0,2.0,34737.0
14221,1177.0,3.0,2.0,325759.0
14222,1290.0,3.0,2.0,194008.0
14223,1206.0,3.0,2.0,72077.0
14224,3682.0,4.0,4.5,1362000.0
14225,1128.0,3.0,2.0,248912.0
14226,2706.0,4.0,3.0,515783.0
14227,1363.0,3.0,2.0,224057.0
14228,1748.0,4.0,2.5,334135.0
14229,2065.0,4.0,2.0,252796.0
14230,1182.0,2.0,1.0,42820.0
14231,1109.0,3.0,1.0,61601.0
14232,3360.0,5.0,3.0,2406142.0
14233,3581.0,4.0,3.0,704430.0
14234,1688.0,1.0,2.5,265715.0
14235,1293.0,3.0,2.0,286166.0
14236,1315.0,3.0,1.5,348929.0
14237,815.0,2.0,1.0,32109.0
14238,1285.0,3.0,2.0,468000.0
14239,4398.0,4.0,4.5,1443689.0
14240,1025.0,3.0,1.0,382035.0
14241,1232.0,2.0,2.0,393332.0
14242,1880.0,4.0,3.0,678000.0
14243,2358.0,3.0,2.0,634530.0
14244,2866.0,4.0,3.0,1068597.0
14245,2092.0,3.0,3.0,888000.0
14246,1877.0,3.0,1.0,81384.0
14247,1080.0,2.0,2.0,255182.0
14248,6399.0,6.0,6.0,2434000.0
14249,1971.0,2.0,2.0,1702863.0
14250,1328.0,2.0,1.0,60424.0
14251,720.0,1.0,1.0,164458.0
14252,1284.0,2.0,2.0,140477.0
14253,1070.0,3.0,2.0,213266.0
14254,2203.0,3.0,3.0,436588.0
14255,2419.0,4.0,3.0,350830.0
14256,2866.0,4.0,3.0,715751.0
14257,1306.0,2.0,2.0,456000.0
14258,2908.0,4.0,4.5,971234.0
14259,2296.0,3.0,2.0,90457.0
14260,3366.0,2.0,2.0,776650.0
14261,1408.0,4.0,2.0,148225.0
14262,2480.0,3.0,3.0,121509.0
14263,901.0,2.0,1.0,41573.0
14264,2916.0,4.0,3.0,805504.0
14265,1302.0,3.0,2.0,367613.0
14266,1334.0,3.0,2.0,130067.0
14267,2701.0,4.0,3.0,862000.0
14268,1122.0,3.0,1.5,191237.0
14269,2327.0,5.0,3.0,728164.0
14270,3488.0,6.0,4.0,131335.0
14271,1525.0,3.0,2.0,75825.0
14272,1602.0,3.0,2.0,359125.0
14273,1321.0,2.0,1.0,408015.0
14274,1850.0,4.0,3.0,204277.0
14275,3382.0,3.0,3.0,478781.0
14276,1200.0,2.0,1.5,133418.0
14277,1334.0,4.0,2.0,81947.0
14278,1712.0,3.0,2.0,91905.0
14279,598.0,2.0,0.0,60884.0
14280,1857.0,4.0,2.0,441611.0
14281,1787.0,3.0,2.0,410787.0
14282,2020.0,3.0,3.0,379627.0
14283,1520.0,3.0,2.0,370300.0
14284,1609.0,2.0,2.0,274594.0
14285,1344.0,4.0,2.0,421328.0
14286,2807.0,4.0,2.5,1242641.0
14287,863.0,2.0,1.0,193807.0
14288,1779.0,3.0,3.0,184681.0
14289,768.0,2.0,1.0,318000.0
14290,2136.0,3.0,2.0,658897.0
14291,1883.0,5.0,3.0,395881.0
14292,1800.0,4.0,2.0,636000.0
14293,1985.0,4.0,3.0,577800.0
14294,1782.0,3.0,2.0,75334.0
14295,1519.0,3.0,2.0,1175000.0
14296,2743.0,4.0,3.0,660358.0
14297,1247.0,2.0,2.0,470990.0
14298,1463.0,2.0,1.0,697000.0
14299,2740.0,3.0,3.0,530517.0
14300,1597.0,4.0,3.0,514200.0
14301,1262.0,3.0,2.0,502166.0
14302,2526.0,6.0,2.0,94344.0
14303,2526.0,6.0,2.0,94344.0
14304,2316.0,5.0,2.0,707082.0
14305,1290.0,4.0,2.0,319263.0
14306,2579.0,4.0,2.0,714211.0
14307,1218.0,4.0,2.0,176455.0
14308,594.0,2.0,1.0,624535.0
14309,3848.0,5.0,5.5,1719349.0
14310,1484.0,3.0,2.0,428201.0
14311,1360.0,4.0,2.0,215352.0
14312,1733.0,3.0,2.5,669009.0
14313,1104.0,2.0,2.0,615000.0
14314,2678.0,3.0,3.0,1765560.0
14315,1575.0,3.0,2.0,129718.0
14316,1950.0,4.0,3.0,97289.0
14317,1556.0,3.0,2.0,397288.0
14318,1975.0,3.0,2.0,138942.0
14319,1079.0,3.0,1.0,187987.0
14320,1386.0,3.0,2.0,384060.0
14321,1063.0,3.0,1.0,46731.0
14322,1365.0,3.0,2.0,204983.0
14323,1190.0,3.0,2.0,273910.0
14324,1244.0,3.0,2.0,441633.0
14325,3786.0,4.0,5.0,1335839.0
14326,996.0,2.0,1.0,52137.0
14327,2806.0,4.0,4.0,708607.0
14328,2806.0,4.0,4.0,708607.0
14329,1814.0,3.0,2.0,309590.0
14330,2907.0,4.0,3.5,1629476.0
14331,2602.0,4.0,3.0,180760.0
14332,1900.0,4.0,2.0,550074.0
14333,1430.0,2.0,2.0,370719.0
14334,2268.0,3.0,3.0,341918.0
14335,1154.0,2.0,1.0,297874.0
14336,2019.0,3.0,2.0,73274.0
14337,1078.0,3.0,1.0,199477.0
14338,1367.0,3.0,2.0,703800.0
14339,2468.0,4.0,3.0,306104.0
14340,2203.0,4.0,2.0,724874.0
14341,1153.0,3.0,2.0,224918.0
14342,3325.0,4.0,3.5,1007000.0
14343,1612.0,3.0,2.0,423231.0
14344,1169.0,2.0,1.0,293251.0
14345,1714.0,4.0,2.0,588844.0
14346,1530.0,3.0,2.0,186462.0
14347,2331.0,3.0,3.0,649202.0
14348,1782.0,3.0,3.0,331073.0
14349,1315.0,5.0,3.0,398433.0
14350,1546.0,3.0,2.0,543557.0
14351,1681.0,3.0,2.0,224710.0
14352,4403.0,5.0,5.0,1796992.0
14353,2135.0,4.0,3.0,412665.0
14354,2753.0,3.0,2.0,1497493.0
14355,1624.0,3.0,2.0,64982.0
14356,2354.0,4.0,2.5,702000.0
14357,2426.0,5.0,3.0,96890.0
14358,1608.0,3.0,2.0,122816.0
14359,1050.0,3.0,2.0,388040.0
14360,1034.0,2.0,1.0,316938.0
14361,1338.0,2.0,1.0,45929.0
14362,951.0,3.0,2.0,345000.0
14363,787.0,2.0,1.0,421756.0
14364,1819.0,5.0,2.5,295593.0
14365,1443.0,3.0,2.0,497470.0
14366,3308.0,5.0,4.0,710896.0
14367,2194.0,3.0,3.0,478808.0
14368,2253.0,4.0,3.0,668264.0
14369,1713.0,5.0,3.0,246262.0
14370,1587.0,4.0,2.0,65189.0
14371,2141.0,3.0,3.0,496103.0
14372,1138.0,3.0,1.0,49282.0
14373,648.0,1.0,1.0,49914.0
14374,1609.0,2.0,2.0,426495.0
14375,3594.0,4.0,3.0,1079000.0
14376,1836.0,4.0,3.0,335468.0
14377,1968.0,3.0,2.0,385188.0
14378,6528.0,6.0,6.0,6062620.0
14379,1975.0,4.0,3.0,559188.0
14380,1253.0,3.0,2.0,243202.0
14381,1377.0,3.0,2.0,357259.0
14382,1251.0,3.0,2.0,269148.0
14383,1557.0,3.0,2.0,328335.0
14384,1047.0,3.0,1.0,114196.0
14385,1236.0,2.0,1.0,121608.0
14386,1573.0,3.0,2.0,222742.0
14387,2281.0,4.0,3.0,464594.0
14388,727.0,2.0,1.0,45726.0
14389,800.0,2.0,1.0,263000.0
14390,1307.0,2.0,1.0,171497.0
14391,2016.0,4.0,2.0,738637.0
14392,5015.0,4.0,4.0,357041.0
14393,1336.0,3.0,2.0,240959.0
14394,1310.0,3.0,2.0,206976.0
14395,1114.0,3.0,2.0,62074.0
14396,2046.0,4.0,2.0,319418.0
14397,3244.0,4.0,4.0,1074000.0
14398,1240.0,3.0,2.0,256942.0
14399,3493.0,4.0,3.5,765953.0
14400,1137.0,2.0,1.0,274414.0
14401,2306.0,4.0,2.0,233000.0
14402,2453.0,4.0,2.5,567259.0
14403,1835.0,4.0,2.0,257252.0
14404,2174.0,4.0,2.5,99623.0
14405,5803.0,5.0,5.0,2777325.0
14406,1815.0,4.0,2.0,265154.0
14407,1944.0,4.0,2.0,76198.0
14408,3991.0,5.0,4.5,1124000.0
14409,1159.0,3.0,2.0,408499.0
14410,2400.0,5.0,3.0,242687.0
14411,2987.0,4.0,2.5,485076.0
14412,2049.0,4.0,3.0,244000.0
14413,1307.0,3.0,2.0,323755.0
14414,1629.0,3.0,3.0,291124.0
14415,2153.0,4.0,2.0,567000.0
14416,2422.0,4.0,2.5,846371.0
14417,1685.0,3.0,2.0,678274.0
14418,816.0,1.0,1.0,158886.0
14419,2097.0,3.0,2.0,132844.0
14420,852.0,2.0,1.0,50081.0
14421,1682.0,4.0,2.0,422081.0
14422,2616.0,4.0,3.0,264849.0
14423,1568.0,3.0,2.0,617505.0
14424,1300.0,4.0,2.0,341298.0
14425,1126.0,2.0,1.0,582859.0
14426,1199.0,3.0,1.0,262889.0
14427,2313.0,4.0,2.0,280000.0
14428,2336.0,3.0,3.0,714217.0
14429,912.0,2.0,1.0,755800.0
14430,2470.0,4.0,2.0,304500.0
14431,2164.0,3.0,2.0,344835.0
14432,1726.0,3.0,3.0,294422.0
14433,1260.0,3.0,1.0,466127.0
14434,1260.0,3.0,1.0,466127.0
14435,1553.0,4.0,2.0,610000.0
14436,810.0,2.0,1.0,332874.0
14437,4196.0,5.0,4.5,843560.0
14438,664.0,2.0,1.0,165079.0
14439,1202.0,3.0,2.0,52014.0
14440,3348.0,4.0,3.0,1017261.0
14441,1366.0,3.0,1.0,93441.0
14442,2152.0,4.0,2.0,295000.0
14443,2258.0,2.0,1.0,42195.0
14444,1157.0,2.0,1.0,110144.0
14445,1935.0,3.0,2.0,1187841.0
14446,904.0,1.0,1.0,211603.0
14447,1494.0,3.0,2.0,173158.0
14448,817.0,1.0,1.0,593682.0
14449,1745.0,3.0,2.0,1100000.0
14450,2361.0,4.0,2.0,85572.0
14451,1434.0,4.0,2.0,743000.0
14452,1726.0,3.0,2.0,485932.0
14453,1519.0,3.0,2.0,210484.0
14454,1868.0,4.0,2.0,435969.0
14455,1235.0,3.0,1.0,319264.0
14456,2150.0,4.0,2.0,343275.0
14457,780.0,2.0,1.0,107071.0
14458,1024.0,3.0,1.0,166161.0
14459,2544.0,3.0,3.0,755345.0
14460,1620.0,2.0,2.0,489589.0
14461,1450.0,4.0,2.0,563000.0
14462,2113.0,3.0,2.5,761437.0
14463,3596.0,5.0,3.5,1578000.0
14464,1266.0,2.0,2.0,944000.0
14465,978.0,2.0,2.0,163100.0
14466,1648.0,3.0,2.0,215677.0
14467,2448.0,4.0,3.0,1230000.0
14468,1003.0,3.0,1.0,282218.0
14469,1162.0,2.0,1.0,47784.0
14470,1788.0,3.0,2.0,427854.0
14471,1232.0,3.0,2.0,116712.0
14472,2671.0,4.0,3.0,259916.0
14473,2591.0,4.0,3.0,441624.0
14474,3421.0,5.0,5.0,227272.0
14475,1296.0,3.0,1.5,349415.0
